pair_id	han_sentence	viet_sentence
HVB_001_0138	从容谓官属曰：吾从弟少游常哀吾慷慨有大志，曰：士生一世，但取衣食裁足，乘下泽车，御款段马，为郡掾吏，守坟墓，乡里称善人，斯足矣。	"trong lúc yến tiệc, Viện thong thả nói với liêu thuộc rằng: ""Người em họ của ta tên là Thiếu-Du thường hay thương tôi khẳng-khái có chí lớn và nói: ""kẻ sĩ sinh ở đời, miễn sao vừa đủ ăn mặc, đi cái xe tầm thường, cỡi con ngựa xấu xí, làm chức lại thuộc trong quận, giữ phần mộ của tổ-tiên, làng xóm cho là người hiền-lành, như vậy thì đủ rồi."
HVB_001_0139	至求赢馀，但自苦耳。	"Còn như ham muốn cho dư dũ, thì chỉ là tự mình làm khổ cho mình đó thôi""."
HVB_001_0140	吾在浪泊西里间，贼未灭时，下潦上雾，毒气薰蒸，仰视飞鸢跕跕堕水中，念少游平生时语，何可得也。	"Hồi ta ở giữa Lãng-Bạc và Tây-Lý, chưa diệt được giặc, dưới thì nước lụt, trên thì khói mù, khí độc hừng hực, xem lên thấy diều bay là là xuống nước, nhớ lại lời nói bình thời của Thiếu-Du, ta tiếc không làm sao được như vậy""."
HVB_001_0141	威武庙，东坡记：汉两伏波皆有功于岭南之民。	"Uy-Vũ-Miếu: Tô-Đông-Pha chép rằng: ""nhà Hán có hai ông Phục-Ba đối với dân Lĩnh-Nam đều có công-đức. Ông Phục-Ba trước là Bì-Ly Lộ-Hầu, ông Phục-Ba sau là Tân-Tức Mã-Hầu."
HVB_001_0142	前伏波邳离路侯，后伏波新息马侯。	Nước Nam-Việt từ đời Tam-Đại trở xuống, không đời nào dẹp yên cả.
HVB_001_0143	南越自三代不能平，秦虽通道置吏，旋复为夷。	Đời Tần (246-207 trước công nguyên), tuy có đặt quan-chức cai-trị, song rồi trở lại tình trạng man-di.
HVB_001_0144	邳离始灭其国，开九郡。	Bì-ly mới diệt được nước ấy và chia làm chín quận.
HVB_001_0145	然至东汉女子徵侧反，震动六十馀城。	Nhưng đến đời Đông-Hán, lại có người con gái là Trưng-Trắc, khởi binh rung động hơn sáu mươi thành.
HVB_001_0146	时世祖初平民劳，厌兵方下玉关，谢西域，况国荒何足以辱王师。	Đương thời vua Thế-Tổ mới dẹp yên thiên hạ, thấy dân đã mõi mệt và chán việc dụng binh, bèn đóng cửa Ngọc-Quan từ tạ Tây-Vực. Phương chi Nam-Việt là chỗ hoang viễn, không đáng phiền-lụy đến quân-đội nhà vua
HVB_001_0147	非新息苦战，则九郡左袵至今矣。	nếu không phải Tân-Tức (hầu) chịu khó đánh dẹp thì dân chín quận vẫn khoác áo bên trái đến bây giờ.
HVB_001_0148	由此论之，两伏波庙食岭南均矣。	Do đấy hai Phục-Ba đáng được miếu thờ tại Lĩnh-Nam.
HVB_001_0149	"海上有伏波祠，元丰中诏封忠显王。 ""Ở"	trên bể có nhà thờ Phục-Ba, trong niên-hiệu Nguyên-Phong (1078-1085), có lời chiếu chỉ của vua (Thần-Tông nhà Tống), phong làm Trung-Hiển-Vương.
HVB_001_0150	凡济海必卜焉，谓可济则济，否则止。	Hễ có ghe thuyền qua biển đều tới chỗ ấy mà bói, khi nào quẻ bói tốt, nói đi được, mới đi, hễ quẻ xấu thì thôi
HVB_001_0151	使人信之，如度量衡必不吾欺者。	sự linh ứng khiến người ta phải tin, đúng đắn như đo-lường, cân chỉ thăng bằng, không hề sai chậy.
HVB_001_0152	"呜呼，非盛德其孰能如此。 ""Than-ôi!"	không phải là người có đức cao dày, thì đâu được như thế?
HVB_001_0153	某以罪谪儋耳，三年今乃复还海北，往返皆顺风，无以答神贶，乃碑而铭之。	Tôi nhân có tội bị đày qua Đàm-Nhĩ ba năm, nay lại trở về bể Bắc, qua lại đều gặp gió xuôi, không lấy gì đền đáp ơn thần, bèn lập bia và làm bài minh như sau:
HVB_001_0154	"至险莫测海与风，至幽不仁鱼与龙，至信可恃惟二公。 ""Sóng"	gió khôn lường nỗi hiểm nguy, Cá rồng lặng lẽ dữ hơn chi, Tin cậy hai ông đã phù trì
HVB_001_0155	寄命一叶万仞中，自此而南洗心胷，抚循良民必清通，自此而北端汝躬，屈伸穷达常正忠。	Nước sâu muôn sải thuyền tỉ-ti. Từ đây qua Nam cởi lòng nghi, Vỗ về lương tâm song suốt đi, Từ đây về Bắc thẳng mình mi. Lúc đạt lúc cùng cứ giữ nghi
HVB_001_0156	生为人英死愈雄，神虽无言我意同。	"Sống là anh-kiệt, thác hùng uy, Thần tuy không nói, ý mình suy""."
HVB_001_0157	冲天庙在扶董乡，境内乱，忽见一人有威德，民皆归之，遂领众平其乱，已而腾空去，号为冲天王，民乃立祠祀之。	Xung-Thiên-Miếu: Tại làng Phù-Đổng, hồi xưa trong nước rối loạn, chợt thấy một người có uy có đức, dân đều về theo, người ấy bèn cầm quân dẹp loạn, rồi bay lên trời đi mất, hiệu là Xung-Thiên-Vương, dân lập đền miếu để thờ.
HVB_001_0158	古州佛春，骤雨，山之巨木流至州津，回旋不去。	Cổ-Châu-Phật: trong mùa xuân, mưa như xối, lụt to ở núi chảy xuống Trung-Châu, chảy quanh tại một chỗ
HVB_001_0159	民异而观之，内有石类佛，民祷神验，即雕木为佛。	dân thấy lạ ra coi, trong nước có hòn đá giống như ông Phật; dân tới cầu đảo có thần nghiệm, bèn đem gỗ khắc ra tượng Phật để thờ
HVB_001_0160	遇旱祈雨辄应，故曰法云法雨。	"gặp khi đại hạn, đến cầu thì mưa liền, cho nên người ta nói là ""pháp vấn pháp võ"", (nghĩa là mây mưa của phép Phật)."
HVB_001_0161	报天寺塔，昔李圣王攻占城，得能造者，令甃十三层，号天资万寿塔。	"Báo-Thiên-Tự-Tháp: Xưa Lý-Thánh-Vương đánh Chiêm-Thành, được người thợ giỏi, bảo xây một ngôi tháp cao mười ba tầng, đặt là ""Thiên-Tư-Vạn-Thọ-Thấp"""
HVB_001_0162	铜铸塔顶曰忉利天，为雷击去，莫知堕处。	"lại lấy đồng đúc cái biển-ngạch gọi là ""Đao-Lợi-Thiên"", bị sét đánh mất, không biết rơi nơi nào."
HVB_001_0163	后田夫得之，复立，雷又击去。	Sau có người làm ruộng thấy được, đem dựng lại, sét đánh mất một lần nữa.
HVB_001_0164	九重台，昔李仁王构台于水晶池上，将成，雷击之，再构再击。	Cửu-Trùng-Đài: Xưa Lý-Nhân-Vương làm một cái đài ở trên bờ ao Thuỷ-Tinh. Khi gần xong, bị sét đánh hư, làm lại cũng bị sét đánh nữa.
HVB_001_0165	后雷声发，王以红帕头佩剑，登台焚香祝曰：天不诱其衷，当加诛我，台何与焉。	"Sau nghe tiếng giông pháp ra, Nhân-Vương lấy vuông lụa điều trùm lên đầu, mang gươm lên đài, đốt hương mà khấn vái rằng: ""Nếu trời không cho tôi là ngay thật thì nên trách bảo tôi, còn cái đài này chẳng có tội gì""."
HVB_001_0166	有顷清霁，台成。	Khấn xong một lát thì trời tạnh, đài ấy bèn làm xong.
HVB_001_0167	迨三叶孙李高王闻雷畏之，几死。	Người cháu ba đời là Lý-Cao-Vương, khi nào nghe sấm sét thì sợ gần như chết.
HVB_001_0168	左右以计白雷兴，则以手抱佛背，庶免从畏息焉。	"Các quan hầu hiến một chước rằng: ""Khi nào có sấm sét thì lấy tay ôm cánh tay ông Phật, sẽ khỏi lo sợ""."
HVB_001_0169	粉驿亭，俗以暑热，多构一亭于通衢以憩行旅。	Phấn-Dịch-Đình: Theo tục người ta vì nắng nực, làm nhiều nhà trạm ở dọc đường để cho người đi đường ghé nghỉ mát.
HVB_001_0170	陈祖微时尝憩此驿，有僧谓曰：少年后当大贵。	"Ông tổ họ Trần lúc còn hàn-vi, hay ghé nghỉ tại đình trạm ấy, có nhà sư nói rằng: ""Anh (họ Trần), đến ngày sau nên bậc đại-quý"""
HVB_001_0171	言讫，失僧所在。	nói xong nhà sư biến đi đâu mất.
HVB_001_0172	及陈氏有国，命国中有驿亭之处皆塑佛一尊以答之。	Kịp đến lúc họ Trần dựng được nước nhà, liền khiến trong nước chỗ nào có đình tạm thì làm một pho tượng Phật để thờ mà báo ơn.
HVB_001_0173	金牌州，有老父宅江滨，其子得一卵归，父畜之，乃生一蛇，尤加爱养。	Kim-Bài-Châu: Có một ông già ở bên sông, người con đi ra bắt được một cái trứng đem về. Ông già nuôi cái trứng ấy nở ra một con rắn, lại càng yêu chuộng nuôi nấng
HVB_001_0174	后蛇大入水，夜常馈鱼庭中。	sau con rắn lớn lên, rồi xuống sông, thường đêm đem cá bỏ trong sân.
HVB_001_0175	老父殁，遇祭时，蛇来盘结庭下而去。	Khi ông già chết, ngày cúng tế, con rắn ấy tới dưới sân bò quanh rồi đi
HVB_001_0176	后江边聚沙成洲，子孙得利，人谓蛇报德云。	"sau bên ông đất cát bồi đắp mãi thành một cái bãi, con cháu ông ấy được lợi đời đời. Người ta nói: ""Đó là con rắn báo ơn""."
HVB_001_0177	宋宁宗开禧间，朝请郎直宝章阁致仕，赐谥文宪张洽，纂历代郡县地理书三十卷。	Trong niên-hiệu Khai-Hy (1205-1207) vua Ninh-Tông nhà Tống, có Trương-Hiệp, được vua ban tên Thuỵ là Văn-Hiến, nguyên làm chức Triều-Thỉnh-Lang, trực Bữu-Chương-Các, có soạn bộ sách Lịch-Đại-quận-huyện-địa-lý-thư 30 quyển
HVB_001_0178	唐安南大都护府元隶州郡，后更革不一，姑录以备参考。	có chép các châu quận nguyên thuộc An-nam đô-hộ phủ đời Đường. Về sau có thay đổi không giống nhau, nay chép lại tạm để tiện việc tham-khảo:
HVB_001_0179	安南路：宋平、太平、交址、朱鸢、龙编、武平。	An-nam lộ gồm có: Tống-Bình, Thái-Bình, Giao-Chỉ, Châu-Diên, Long-Biên, Bình-Đạo, Võ-Bình.
HVB_001_0180	峯州：嘉宁、新昌、承化、高山、珠绿。	Phong-Châu gồm có: Gia-Ninh, Tân-Xương, Thừa-Hóa, Cao-Sơn, Chu-Duyên (Đường thư chép là Thù-Lục (?)).
HVB_001_0181	瀼州：瀼江、波零、鹄山、弘远。	Tương-Châu gồm có: Tương-Giang, Ba-Linh, Hộc-Sơn, Hoằng-Viễn.
HVB_001_0182	岩州：常乐、思封、高城、石岩。	Nham-Châu gồm có: Thường-Lạc, Tư-Phong, Cao-Thành, Thạch-Nham.
HVB_001_0183	田州：都救、惠佳、武龙、横山、如赖。	Điền-Châu gồm có: Đô-Cứu, Huệ-Giai, Võ-Long, Hoành-Sơn, Như-Lại.
HVB_001_0184	爱州：九真、安顺、崇日、南平、军宁、长林。	Ái-Châu gồm có: Cửu-Chân, An-Thuận, Sùng-Bình, Nhật-Nam, Quân-Ninh, Trường-Lâm.
HVB_001_0185	驩州：九德、浦阳、越裳、怀驩。	Hoan-Châu gồm có: Cửu-Đức, Phổ-Dương, Việt-Thường, Hoài-Hoan.
HVB_001_0186	陆州：乌雷、华清、宁海。	Lục-Châu gồm có: Ô-Lôi, Hoa-Thanh, Ninh-Hải.
HVB_001_0187	福禄州：柔远、唐林、福禄。	Lộc-Phúc-Châu (Đường thư chép là Phúc-Lộc) gồm có: Nhu-Viễn, Đường-Lâm, Phúc-Lộc.
HVB_001_0188	长州：文阳、铜蔡、长山、其常。	Trường-Châu gồm có: Văn-Dương, Đồng-Thái, Trường-Sơn, Kỳ-Thường.
HVB_001_0189	汤州：汤泉、绿水、罗韶。	Thang-Châu gồm có: Thang-Tuyền, Lục-Thuỷ, La-Thiều.
HVB_001_0190	演州：忠义、龙池。	Diễn-Châu gồm có: Trung-Nghĩa, Long-Trì.
HVB_001_0191	林州：金龙、海界。	Lâm-Châu gồm có: Kim-Long, Hải-Giới.
HVB_001_0192	景州：北景、朱吾、由文。	Cảnh-Châu gồm có: Bắc-Cảnh, Châu-Ngô, Do-Văn.
HVB_001_0193	山州：龙池、盆山。	Sơn-Châu gồm có: Long-Trì, Bồn-Sơn.
HVB_001_0194	古州：乐山、乐兴、古书。	Cổ-Châu gồm có: Lạc-Sơn, Lạc-Hưng, Cổ-Thư.
HVB_001_0195	笼州：武勒、武礼、罗龙、扶南、龙额、武观、武江。	Lung-Châu gồm có: Võ-Lặc, Võ-Lễ, La-Long, Phù-Nam, Long-Ngạch, Võ-Quan, Võ-Giang.
HVB_001_0196	环州：正平、福零、龙源、饶勉、思恩、武石、歌良、都蒙。	Hoàn-Giang gồm có: Chính-Bình, Phước-Linh, Long-Nguyên, Nhiêu-Miễn, Tư-Ân, Võ-Thạch, Ca-Lương, Đô-Mông.
HVB_001_0197	武峩州：武峩、武劳、武缘、梁山。	Võ-Nga-Châu gồm có: Võ-Nga, Võ-Lao, Võ-Duyên, Lương-Sơn.
HVB_001_0198	粤州：龙水、崖山、东玺、天河。	Việt-Châu gồm có: Long-Thuỷ, Nhai-Sơn, Đông-Tỷ, Thiên-Hà.
HVB_001_0199	平琴州：容山、怀义、福阳、古符。	Bình-Cầm-Châu gồm có: Dung-Sơn, Hoài-Nghĩa, Phúc-Dương, Cổ-Phù.
HVB_001_0200	德化州：德化、归义。	Đức-Hoá-Châu gồm có: Đức-Hoá, Quy-Nghĩa.
HVB_001_0201	武宁州：武安。	Võ-An-Châu gồm có: Võ-An.
HVB_001_0202	郎茫州：郎茫、古勇。	Lang-Mang-Châu gồm có: Lang-Mang, Cổ-Dõng.
HVB_001_0203	龙武州：龙丘、福武。	La-Võ-Châu gồm có: Long-Khâu, Phúc-Võ.
HVB_001_0204	风俗安南古交址地，唐虞三代中国声教所暨。	Phong-Tục. Nước An-nam xưa là đất Giao-Chỉ. Đời nhà Đường, nhà Ngu và đời Tam-Đại, sự giáo-hoá của Trung-Quốc đã nhuần-thấm đến.
HVB_001_0205	西汉以来为内郡，男耕贾，女蚕绩。	Đến hai đời nhà Hán đặt làm quận huyện. Đàn ông lo làm ruộng, đi buôn, đàn bà lo nuôi tằm, dệt vải
HVB_001_0206	言善见寡，远人漂至其国，数相存问，此其常性。	cách nói phô hiền hoà, ít lòng ham muốn. Người ở xứ xa trôi nổi tới nước họ, họ hay hỏi thăm, ấy là tình thường của họ.
HVB_001_0207	交爱人倜傥有谋，驩演人淳秀好学，馀皆愚朴。	Người sinh ra ở Giao-Châu và Ái-Châu thì rộng-rãi, có mưu-trí; người ở Châu-Hoan, Châu-Diễn thì thuần tú, ham học. Dư nữa, thì khờ dại thiệt thà.
HVB_001_0208	民文身，效吴越之俗。	Dân hay vẽ mình, bắt chước tục lệ của 2 nước Ngô, Việt.
HVB_001_0209	柳诗云：共来百越文身地。	"Vì thế, Liễu-Tư-Hậu có câu thơ rằng: ""Cộng lai Bách-Việt văn-thân địa"", nghĩa là cùng đi tới đất Bách-Việt là xứ người vẽ mình."
HVB_001_0210	暑热，好浴于江，故便舟善水。	Vì trời nóng sốt, dân ưa tắm ở sông, nên họ chèo đò và lội nước rất giỏi
HVB_001_0211	平居不冠，立叉手，席坐盘双足。	ngày thường không đội mũ, đứng thì vòng hai tay, ngồi thì xếp bằng hai chân.
HVB_001_0212	谒尊者跪膝三拜。	Yết kiến bậc tôn trưởng thì quì xuống lạy ba lạy.
HVB_001_0213	待客以槟榔，嗜咸酸海味。	Tiếp khách thì đãi trầu cau. Tính ưa ăn dưa, mắm và những vật dưới biển.
HVB_001_0214	饮过度多羸弱。	Hay uống rượu, thường uống quá độ, nên người gầy yếu.
HVB_001_0215	五十岁免役。	Người già đến năm mươi tuổi thì khỏi đi sưu dịch.
HVB_001_0216	年节前二日，王乘舆从官章服导前，礼帝释奠。	Thường năm, trước lễ Tết hai ngày, vua đi xe ngự-dụng, các quan tuỳ tùng đều mặc triều-phục hầu đạo tiền, tế điện Đế-Thích.
HVB_001_0217	除日，王坐端拱门，臣僚行礼毕，观伶人呈百戏。	Ngày 30 Tết, vua ngồi giữa cửa Đoan-Củng, các bề tôi đều làm lễ, lễ rồi, xem các con hát múa trăm lối.
HVB_001_0218	晚如洞仁宫宿。	Tối lại qua cung Động-Nhân, bái yết Tiên-Vương.
HVB_001_0219	先是夕，僧道入内驱傩，民间门首鸣爆竹，杯盘祀祖。	"Đêm ấy đoàn thầy tu vào nội làm lễ ""Khu-Na"" (nghĩa là đuổi tà ma quỉ mị). Dân-gian thì mở cửa đốt pháo tre, cổ bàn trà rượu cúng tổ."
HVB_001_0220	贫家男女无媒婚礼者则自相配。	Con trai con gái nhà nghèo, không có người mai dong để làm hôn-lễ, thì tự mình phối hợp với nhau.
HVB_001_0221	正旦五更，王坐永寿殿，宗子近侍官先贺，次入长春宫拜祖陵。	Ngày Nguyên-Đán, vào khoảng canh năm, vua ngồi trên điện Vĩnh-Thọ, các tôn-tử (con cháu nhà vua), các quan cận-thần làm lễ hạ trước, rồi vào cung Trường-Xuân, vọng bái các lăng tổ.
HVB_001_0222	晨坐天安殿，嫔妃列坐，内官错立殿，奏乐于大庭。	Buổi sáng sớm, vua ngồi trên điện Thiên-An, các phi tần sắp lớp ngồi, các quan trong nội đứng lộn xộn trước điện đánh thổi các bài ca-nhạc trước đại-đình.
HVB_001_0223	宗子臣僚分班拜贺，三进觞。	Con cháu nhà vua và bề tôi sắp hàng bái hạ, ba lần rót rượu dâng lên.
